day,time,venue,poster_id,paper_id,track_poster,poster_title
11-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000004,TP-60,Track 7 Modeling and Simulation,Energy-Efficient Voltage-Induced Self-Regulated Precessional MRAM with Low Write Error Rate <10^−9
11-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000341,TP-61,Track 7 Modeling and Simulation,Modeling and Simulation of Prepulse and Pulse Front for 4H-SiC Drift Step Recovery Diode
11-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000613,TP-62,Track 7 Modeling and Simulation,Benchmarking of the BSIM-BULK for Cryo-CMOS Design
11-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000418,TP-63,Track 7 Modeling and Simulation,Compact Modeling of Silicon Carbide (SiC) Power FETs
11-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000209,TP-64,Track 7 Modeling and Simulation,Wide Temperature Behavior Analyses of SiGe HBTs Based on Small-Signal Parameter Extraction Method Track 11 Flexible and Wearable Electronics
11-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000030,TP-65,Track 11 Flexible and Wearable Electronics,High-Performance Flexible Graphene Field-Effect Transistors and Multistage Inverter Chains for Signal Amplification
11-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000625,TP-66,Track 11 Flexible and Wearable Electronics,Multi-functional Flexible Intelligent Glove for Gesture Recognition and Combustible Detection
11-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000298,TP-67,Track 11 Flexible and Wearable Electronics,Highly stable Zn metal anodes enabled by In2O3 coating for high-performance flexible aqueous zinc-ion batteries
11-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000375,TP-68,Track 11 Flexible and Wearable Electronics,High-Sensitivity Flexible X-ray Detectors Based on Drop Casting 2D/3D Perovskite Thick Film
11-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000056,TP-69,Track 11 Flexible and Wearable Electronics,Interface Engineering on Inorganic–Organic Hybrid Phototransistors for High-responsive Near-infrared Sensing
11-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000133,TP-70,Track 11 Flexible and Wearable Electronics,Dynamic Clocked Comparator based on Flexible LTPO Technology Track 8 Reliability and testing
11-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000380,TP-73,Track 8 Reliability and testing,"Comprehensive Performance Evaluation of 18 Perfluoroelastomers O-Ring Models for Semiconductor Manufacturing 12-Mar-24 12:30pm to 3:00pm Poster Session#2 Poster# Paper ID Paper Title Track 2 Process, Tools Yield, and Manufacturing"
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000026,WP-1,"Track 2 Process, Tools Yield, and Manufacturing",Comparison of border trap density in MIFM capacitors with different interlayers using the C-ln(f) method
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000365,WP-2,"Track 2 Process, Tools Yield, and Manufacturing",Monolithic and heterogeneous CTFT on glass substrate using Ni-MIC poly-Si TFT and Cu-MIC DG poly-Ge TFT
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000603,WP-3,"Track 2 Process, Tools Yield, and Manufacturing",Experiment Investigation on La2O3 Dipole-last Capless VFB Tuning Technology Based on Nitrogen Atmosphere
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000344,WP-4,"Track 2 Process, Tools Yield, and Manufacturing",Multi-output Virtual Metrology for Physical Vapor Deposition using Projective Selection Algorithm
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000082,WP-5,"Track 2 Process, Tools Yield, and Manufacturing",Passivation effect on atomic-layer-deposited indiumgallium- zinc-oxide transistors
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000359,WP-6,"Track 2 Process, Tools Yield, and Manufacturing",Based on Vertical Structures for N-Type Organic Electrochemical Transistors
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000236,WP-7,"Track 2 Process, Tools Yield, and Manufacturing",Low-Temperature Trench Ohmic Contact Suitable for Self-Aligned P-GaN HEMT
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000546,WP-8,"Track 2 Process, Tools Yield, and Manufacturing",Interface engineering induced digital to analog switching transition in Hafnium Oxide-based memory device
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000468,WP-9,"Track 2 Process, Tools Yield, and Manufacturing",Dual-Functional Volatile and Nonvolatile Resistive Switching Characteristics of Cu/Ga2O3/Pt Memristor Deposited via Electron Beam Evaporation
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000148,WP-10,"Track 2 Process, Tools Yield, and Manufacturing",Prediction of Endurance Characteristics in Si FeFET with Ferroelectric Hf0.5Zr0.5O2
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000565,WP-11,"Track 2 Process, Tools Yield, and Manufacturing","Improvement of Bonding Energy, High Temperature Stability and Potential Barrier in Surface Activated Bonding with Al2O3 interlayer"
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000139,WP-12,"Track 2 Process, Tools Yield, and Manufacturing",Fabrication and research of wide-bandgap semiconductor AlN-based unipolar memristors
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000309,WP-13,"Track 2 Process, Tools Yield, and Manufacturing",Double-Gate Cu-MIC Poly-Ge1-xSnx TFTs on Glass Substrates via the Gate-Last Process Track 4 Memory Technologies
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000101,WP-14,Track 4 Memory Technologies,Chirality Reversal Related Spin-Orbit Torque Switching in Nanoscale Perpendicular Ferromagnet
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000543,WP-15,Track 4 Memory Technologies,Toward Low-Thermal-Budget Processing and Low- Voltage Operating in Ferroelectric Stack Films by Introducing ZrO2 Middle Layer
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000552,WP-16,Track 4 Memory Technologies,Synergetic effect of doping and oxygen vacancies to realize higher permittivity and lower leakage for DRAM capacitors: A first-principles study
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000071,WP-17,Track 4 Memory Technologies,Self-Rectifying Memristors with High Rectification Ratio for Security Primitives with Ultra-low bit-errors
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000469,WP-18,Track 4 Memory Technologies,Enabling Broader Memory Windows by Double-Gate Nanosheet Ferroelectric FETs for Next-Generation Non-Volatile Storage
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000260,WP-19,Track 4 Memory Technologies,Enhanced Threshold Switching Devices based on Conductive Filaments in SiOx through Vertically Aligned MoS2 Layers
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000055,WP-20,Track 4 Memory Technologies,Comprehensive Analysis of Oxidant Effects during ALD Process of Hf0.5Zr0.5O2 Ferroelectric Thin Films
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000053,WP-21,Track 4 Memory Technologies,Structure design and characteristics of 3T sense-switch pFlash for computing-in-memory
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000358,WP-22,Track 4 Memory Technologies,A Low-programming-variation and High-Yield 2-bit Programmable 1-Kb Self-Rectifying Memristor Crossbar Array
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000268,WP-23,Track 4 Memory Technologies,A Comparative Analysis of Direct Leakage Current Compensation and Positive-Up-Negative-Down in the Characterization of Leaky Ferroelectric Structures
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000203,WP-24,Track 4 Memory Technologies,BEOL-Compatible Photosensors by Atomic-Layer- Deposited ZnO Semiconductor Transistors and Their Monolithic 3D Integration
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000366,WP-25,Track 4 Memory Technologies,High Endurance Nanoscale TiN Bottom Heater for Phase Change Memory
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000076,WP-26,Track 4 Memory Technologies,An Artificial Thermoresponsive Nociceptor Based on Amorphous Carbon Threshold Memristor
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000075,WP-27,Track 4 Memory Technologies,"Enabling Highly-Efficient, Low-Latency Analog CAM Operations with Optimized MoS2 Flash Memory Devices"
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000204,WP-28,Track 4 Memory Technologies,Optimizing Etch Processes for Enhanced Yield and Performance in SOT-MRAM Devices on 300 mm Wafers
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000467,WP-29,Track 4 Memory Technologies,"Enhanced Performance of P-FeFETs with TiN:2.5nm/ Mo/TiN Gate Stacks for 3-bit-per-cell Operation, 3.5V Read-after-Write, and High Endurance (109 Cycles) in Compute-in-Memory Applications"
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000448,WP-30,Track 4 Memory Technologies,Selective-Ferroelectricity-Defining Method Utilizing Directional Oxygen Plasma Treatment for Optimizations of Hf0.5Zr0.5O2-based Memory Devices
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000095,WP-31,Track 4 Memory Technologies,GeTe9 Ovonic Threshold Switch Memristor-centered 1S1T1R cell as Bio-realistic Stochastic Synapse
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000117,WP-32,Track 4 Memory Technologies,Physical Unclonable Function in Spiking Neural Network Based on In-Te Ovonic Threshold Switching Devices
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000340,WP-33,Track 4 Memory Technologies,Energy Efficient Ground Enhanced Scheme for Large- Scale SOT-MRAM Arrays
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000438,WP-34,Track 4 Memory Technologies,Effect of pulse schemes on multi-level switching and short-term instability in 1T1R configuration
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000049,WP-35,Track 4 Memory Technologies,A 2T2R TCAM Based on RRAM and Accurate Compact Model for A Kilobit Word Length
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000228,WP-36,Track 4 Memory Technologies,Wavelength-dependent reconfigurable photo memory enabled by organic-gated transistor Track 8 Reliability and testing
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000057,WP-37,Track 8 Reliability and testing,The Comprehensive Study of Difference between Cryogenic Planar MOSFET and FinFET Variation and Band Tail States Assessment
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000115,WP-38,Track 8 Reliability and testing,Understanding the impact of discrete trap positions and mapping the hysteresis dynamics in MoS2 FETs by advanced TCAD modeling
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000168,WP-39,Track 8 Reliability and testing,Solder Fatigue Life Prediction Method Considering Intermetallic Compound Growth
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000182,WP-40,Track 8 Reliability and testing,Analysis of IGZO Ultra-Thin Transistors Under Highgate and Drain Bias Stress
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000199,WP-41,Track 8 Reliability and testing,Ultra-Reliable CAFM: Evaluating Relative Humidity Effects on Emerging Device Reliability and Degradation Mechanisms
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000201,WP-42,Track 8 Reliability and testing,The origin and mitigation of defects induced by metal evaporation in 2D materials
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000389,WP-44,Track 8 Reliability and testing,Enhanced NBTI Characteristics in HfO2/TiAlC RMG Stacks via Low-Temperature H* Remote Plasma Treatment after Interfacial Layer Growth Track 9 Packaging and Heterogenous Integration
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000497,WP-45,Track 9 Packaging and Heterogenous Integration,Electrical and Thermal Characterization of Heterointegrated β-Ga2O3-on-Diamond SBDs by Transfer Printing Technology
12-Mar-24,12:30pm to 3:00pm,"Grand Hall B, 1/F, 12W",EDTM25-000498,WP-46,Track 9 Packaging and Heterogenous Integration,Electrical Transport at n-Ga2O3/n-SiC Hetero-interface Constructed by Hydrophilic and Surface Activated Bonding
